Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-03968,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
PC(18:0/18:2),24.630,24.513,24.834,24.810,25.415,24.153,25.156,25.592,25.146,24.868,25.801,25.074,25.747,24.295,25.046,24.260,24.067,24.768,24.848,24.958,24.015,23.878,24.317,24.195,24.067,24.249,25.159,25.696,24.544,24.906,24.280,24.797,24.569,24.789,24.549,24.662,24.372,24.541,25.372,24.782,24.041,24.887,24.116,24.848,26.323,24.614,25.446,24.480,24.579,25.299,25.587,24.838,24.925,24.552,24.453,24.915,25.995,24.375,24.858,25.137,25.105,24.379,24.841,24.574,25.027,25.728,25.122,24.984,24.912,25.270,24.550,25.885,25.462,24.776,25.905,25.271,24.860,24.763,25.782,25.494,25.557,25.238,25.440,24.991,25.565,25.090,25.465
PC(18:0/20:3)_A,23.314,22.837,23.957,23.181,23.484,22.844,23.415,23.284,24.366,23.360,24.242,24.943,24.646,23.555,23.973,23.093,22.513,23.299,23.819,23.461,23.412,22.854,22.782,22.653,22.965,22.682,23.917,24.487,23.554,22.736,23.018,23.148,23.263,23.095,23.244,23.967,23.466,23.106,23.160,23.527,22.727,21.744,23.678,23.183,24.108,23.278,23.664,23.205,22.564,23.275,23.900,24.383,24.307,23.529,22.390,23.173,24.182,23.657,23.167,23.870,22.982,23.523,23.819,22.845,23.873,24.487,23.867,23.919,23.943,22.825,22.995,24.428,23.446,21.697,24.086,24.400,23.447,22.807,24.764,23.897,24.047,24.141,24.962,23.955,24.031,23.885,24.700
PC(18:0/20:3)_B,20.379,18.880,20.080,20.395,19.564,19.481,19.916,20.813,20.928,19.872,21.453,20.809,21.601,20.519,21.069,20.032,20.199,20.167,19.924,19.131,21.214,20.404,21.432,19.224,19.695,19.864,19.821,19.944,19.916,19.569,19.889,19.431,20.177,19.916,19.266,20.725,20.942,19.529,19.391,20.437,20.725,18.741,19.106,18.770,19.213,20.797,20.013,20.133,18.422,18.646,19.353,20.576,22.131,20.807,19.098,19.448,19.360,20.600,19.452,19.373,18.914,21.472,22.399,19.246,19.784,20.217,20.051,19.620,20.107,18.486,19.010,20.485,19.366,17.972,19.082,21.802,19.884,18.472,21.071,19.491,19.485,21.270,21.329,21.949,20.744,20.645,21.999
PC(18:0/20:4),24.602,24.395,25.837,24.845,24.742,24.507,25.091,25.774,25.227,24.834,26.104,26.324,25.262,25.482,25.919,24.497,24.480,24.603,24.908,24.791,25.107,24.102,24.375,23.860,23.954,23.487,25.397,25.518,24.701,24.719,24.524,24.392,24.817,25.233,23.965,24.563,24.193,24.524,24.809,23.892,23.881,23.966,24.728,24.177,25.493,24.962,25.350,24.696,24.153,24.270,25.057,24.710,26.011,24.411,24.439,24.637,25.474,24.900,24.071,24.989,24.000,24.810,25.572,24.527,25.433,24.852,25.355,23.978,25.273,24.406,24.632,26.420,24.958,23.931,25.056,26.040,24.059,24.272,25.930,25.169,25.513,26.073,26.413,26.301,26.252,25.973,26.737
PC(18:0/22:4),22.655,22.183,23.869,22.150,21.525,22.448,22.817,25.131,23.959,23.226,24.432,24.358,23.346,23.715,23.695,22.674,22.045,22.365,22.846,22.704,23.386,22.425,21.990,21.692,22.550,21.570,23.429,23.599,22.262,22.978,22.354,21.955,22.933,23.090,21.037,22.189,22.318,22.237,21.911,22.783,20.453,22.013,22.734,20.809,22.395,22.664,23.723,23.201,21.948,21.967,23.531,23.172,24.443,21.470,22.409,22.001,23.388,22.522,21.881,22.239,22.369,23.426,24.295,22.099,23.215,21.973,22.926,22.328,23.043,22.266,22.688,24.096,22.525,22.236,23.535,23.618,21.892,22.222,24.026,23.724,24.234,24.627,25.255,25.141,24.725,24.726,25.587
PC(18:0/22:5),20.371,19.273,21.103,20.950,19.039,20.205,19.430,23.420,21.679,21.046,22.351,20.119,21.026,21.563,21.835,20.866,19.167,19.902,20.236,19.006,20.200,20.100,20.358,20.054,20.445,18.550,20.983,20.385,20.743,19.938,20.066,18.955,19.650,19.278,18.602,19.885,21.169,19.320,18.295,18.675,18.395,18.481,20.113,17.837,20.349,21.617,22.134,19.736,19.366,18.763,20.192,21.116,21.235,20.130,20.596,19.841,20.178,21.119,19.246,20.165,19.170,19.648,20.776,20.210,20.987,20.607,19.789,19.583,21.262,19.326,20.406,20.429,20.225,18.650,19.820,21.763,20.809,19.107,21.865,20.089,21.316,22.757,21.625,23.402,22.005,23.028,23.169
PC(18:0/22:6),21.803,21.478,22.901,21.534,22.345,22.073,22.254,24.368,23.311,23.558,23.847,22.450,23.613,21.907,22.601,22.201,21.564,22.103,22.204,21.676,21.774,21.810,21.873,22.170,22.034,21.789,22.263,22.639,22.153,20.817,22.156,22.281,22.469,21.969,21.683,22.182,21.871,22.484,21.212,22.208,21.789,21.680,22.216,21.809,22.933,21.950,23.755,21.988,21.954,21.957,23.521,22.649,23.980,22.709,21.930,21.609,22.669,22.717,22.139,22.086,21.602,23.075,23.759,22.595,23.005,22.790,23.174,21.570,23.036,21.587,21.969,23.118,22.342,21.728,22.069,22.664,21.559,22.795,23.289,22.916,23.718,24.578,25.149,24.531,24.140,24.474,25.337
PC(18:1/18:1),24.233,23.383,24.560,22.834,24.599,24.209,24.136,25.791,24.457,24.997,26.205,24.931,26.942,24.688,24.967,24.151,25.225,24.388,24.754,24.032,24.760,23.745,25.151,24.017,24.226,24.779,25.401,24.954,24.612,23.953,24.528,23.953,24.966,24.683,24.174,24.750,25.145,24.918,25.860,25.107,25.285,23.347,23.822,23.986,25.378,24.762,25.218,24.525,24.089,25.892,24.739,24.671,25.100,25.094,24.341,23.898,NA,22.283,24.605,24.789,24.408,22.273,25.295,23.317,24.283,25.976,25.251,NA,24.421,24.255,23.593,25.335,24.599,23.721,25.588,24.075,24.679,23.868,24.888,24.562,25.295,26.141,25.563,25.700,25.971,NA,25.914
PC(18:1/18:2),23.836,23.709,24.348,23.923,24.642,23.029,24.163,24.560,24.695,24.553,25.553,24.052,25.433,23.220,24.170,23.771,24.137,24.511,24.567,23.828,23.133,22.831,24.248,23.622,24.316,24.307,24.783,25.342,24.105,24.822,24.280,24.001,24.186,24.134,23.955,24.197,23.814,24.584,25.906,24.072,23.936,23.883,23.442,23.749,25.906,24.217,24.995,23.753,24.470,25.592,25.261,24.625,24.574,24.053,23.660,23.664,25.836,23.973,24.949,24.847,24.945,24.033,23.396,23.444,24.626,25.663,24.843,24.792,24.127,24.422,23.816,24.974,25.384,24.369,25.668,23.998,24.697,24.376,25.064,24.977,25.537,25.490,24.772,24.184,25.197,24.853,25.113
PC(18:1/19:1),17.877,17.592,17.473,17.207,17.569,17.305,17.522,18.950,18.812,20.521,21.107,17.839,19.858,17.993,18.563,17.572,18.318,18.648,18.216,17.755,17.330,17.215,18.592,18.890,18.931,18.311,18.124,19.491,18.173,19.512,18.288,17.033,18.690,17.748,18.065,18.227,19.681,18.170,19.776,18.414,19.124,18.288,17.541,17.410,17.913,18.043,19.454,17.785,18.544,19.621,19.719,18.946,19.630,17.906,17.567,17.255,19.265,17.405,19.749,17.326,18.403,18.439,19.355,16.523,17.908,19.593,19.117,18.673,17.958,17.587,16.927,18.367,19.688,18.926,19.565,17.687,18.390,17.478,19.195,19.033,19.945,21.121,20.778,21.191,21.730,20.905,21.264
PC(18:1/20:3),22.357,21.833,22.753,22.302,22.210,21.885,21.712,22.063,23.438,22.490,23.729,23.147,24.669,22.398,22.904,22.754,22.713,22.344,22.984,21.905,23.076,21.978,22.288,21.617,22.371,23.198,23.230,23.703,22.756,21.843,22.503,22.012,22.599,22.175,22.217,23.165,22.640,22.616,23.234,22.713,23.016,20.183,22.436,21.989,23.166,22.477,22.971,22.850,22.029,23.012,23.047,23.729,23.349,22.993,21.064,21.783,23.320,22.109,22.828,23.528,22.411,22.440,22.690,21.400,22.862,23.792,23.372,23.337,22.545,21.650,22.016,23.419,23.169,20.825,23.199,22.367,23.212,21.730,23.636,23.165,22.582,23.436,23.614,22.598,23.030,22.647,23.440
PC(18:1/20:4),23.907,23.225,24.744,23.549,23.873,23.845,24.044,24.889,24.216,24.354,25.629,25.363,25.262,25.139,25.087,24.220,25.016,23.829,24.120,23.775,25.028,23.363,24.601,23.359,23.860,23.906,25.106,24.796,24.077,23.672,24.477,23.368,24.072,24.529,22.896,23.841,23.933,24.389,24.973,23.527,24.292,22.946,24.153,22.940,24.157,24.641,24.513,24.270,23.377,23.850,23.650,24.013,25.176,23.941,23.911,23.851,24.625,23.681,23.458,24.492,23.328,24.503,25.176,23.492,24.360,24.151,25.375,23.101,24.206,23.101,23.754,25.798,24.085,22.642,24.510,24.789,23.575,22.970,24.747,23.915,24.718,25.494,25.795,25.855,25.391,25.511,26.008
PC(18:1/22:5),19.551,18.081,20.004,20.396,17.964,19.324,17.794,22.065,20.452,19.760,21.292,18.452,20.861,20.305,20.344,19.989,18.937,18.537,19.057,17.368,19.674,18.959,20.507,19.005,20.121,18.184,20.217,19.329,19.927,18.703,19.267,17.925,18.615,18.013,17.926,19.293,20.466,18.786,18.522,17.970,18.943,16.846,18.611,17.630,19.014,21.376,21.254,19.031,18.488,18.370,18.544,20.075,19.733,19.279,19.285,18.363,19.280,19.545,18.577,19.776,17.831,18.392,19.598,18.397,19.602,19.820,19.243,19.120,19.781,18.166,18.979,19.344,19.588,17.724,19.000,19.924,20.511,17.751,20.478,18.894,19.582,21.211,20.033,21.756,20.564,21.545,21.594
PC(18:1/22:6),21.681,20.517,22.498,21.292,21.958,21.645,21.178,23.643,22.460,22.571,22.614,21.520,23.457,21.639,22.017,21.822,22.210,21.078,21.702,20.372,22.080,21.116,21.574,20.976,21.666,22.127,22.598,22.290,21.576,20.084,21.750,21.704,21.823,21.201,21.120,21.550,21.650,22.479,21.827,21.593,22.294,19.971,21.651,20.856,22.264,21.875,22.980,21.689,20.995,22.346,22.166,21.802,22.959,22.254,21.370,20.711,21.841,21.547,21.245,22.251,21.091,22.298,23.217,21.020,22.016,22.672,22.592,21.569,22.088,20.814,21.120,22.160,21.822,20.778,22.082,21.299,21.685,21.636,22.427,21.903,23.129,23.459,24.144,23.569,22.868,23.343,24.183
PC(18:1/24:0);PC(16:0/26:1),18.212,19.533,18.269,17.391,17.439,17.326,17.353,16.279,20.383,21.553,22.205,18.023,17.857,17.821,16.864,18.879,18.112,20.380,19.632,17.632,17.389,19.482,23.172,20.551,20.795,20.686,17.786,21.363,19.034,20.260,18.734,18.041,18.344,18.562,18.640,18.878,17.833,19.124,17.765,18.991,17.837,19.829,18.340,17.620,17.717,18.551,19.366,18.884,20.732,16.219,21.472,20.107,21.558,18.019,17.408,18.259,21.233,19.118,21.741,17.978,20.369,19.110,19.519,17.640,19.192,18.294,20.495,19.133,18.563,17.176,18.972,17.367,22.158,21.563,17.217,18.095,18.810,19.586,21.295,21.384,20.629,21.724,21.540,22.586,22.332,22.601,22.154
PC(18:1/24:1);PC(16:1/26:1),17.970,19.941,18.273,17.491,17.358,16.856,17.437,16.491,20.479,22.592,23.116,17.572,19.059,17.874,17.539,19.366,18.434,21.190,20.140,17.419,17.389,19.511,22.891,21.007,20.767,21.169,17.875,21.705,18.913,20.543,18.910,18.236,18.455,18.845,18.778,19.518,18.093,19.485,18.231,18.538,18.282,20.102,18.378,17.837,18.370,18.954,19.817,18.809,21.092,17.422,21.992,20.726,21.982,18.504,17.724,18.444,21.334,19.042,22.719,17.800,20.677,19.523,20.126,17.501,19.128,19.072,20.618,19.339,18.602,17.458,19.122,17.640,22.470,21.541,18.255,17.669,19.120,20.078,21.623,21.927,21.479,22.701,22.023,23.171,23.313,22.871,22.581
PC(18:1/26:0),16.772,19.337,17.261,15.806,15.712,15.250,15.502,15.214,20.007,21.082,21.650,15.838,16.355,15.460,15.401,18.381,16.360,20.107,19.736,15.415,15.690,19.384,22.735,20.421,20.221,20.978,15.467,21.074,16.564,19.985,17.970,18.038,16.274,17.877,16.601,18.079,16.157,18.584,15.455,16.748,15.921,19.099,17.116,16.301,16.056,18.271,19.140,18.183,20.466,15.012,21.223,19.694,21.211,17.079,16.029,17.806,21.355,18.442,21.875,16.116,20.341,18.634,19.366,16.340,18.649,17.245,20.295,18.157,17.303,15.031,18.244,16.425,22.217,21.078,15.818,17.476,17.794,19.315,21.041,21.140,20.128,21.081,21.372,22.056,22.134,22.060,21.553
PC(18:1/26:1),17.659,20.871,18.926,17.404,16.104,15.062,15.783,15.357,21.785,23.698,24.244,16.108,17.699,16.319,15.606,20.076,17.627,22.009,21.406,15.375,16.517,20.623,24.439,22.087,21.777,22.178,16.009,22.725,16.975,21.366,19.715,18.900,16.983,19.159,16.777,19.611,17.048,20.270,16.818,17.367,17.503,20.845,18.417,17.365,16.788,19.707,20.835,19.410,22.061,14.819,23.258,21.783,23.377,18.719,16.155,18.889,22.645,20.082,23.928,15.664,21.472,20.600,21.263,17.838,20.237,18.677,22.139,19.379,18.864,16.139,19.528,15.839,23.801,22.698,17.363,16.655,19.852,21.114,22.693,23.366,22.601,23.819,23.354,24.628,24.678,24.555,24.183
PC(18:1/28:0),13.744,15.871,14.140,12.321,14.010,12.502,12.661,13.211,NA,17.505,16.267,13.176,13.457,12.939,NA,13.045,12.459,16.593,16.439,NA,12.745,13.433,19.548,16.788,NA,17.706,11.951,17.380,13.430,16.588,14.715,14.482,11.720,14.160,12.968,14.088,13.294,15.377,12.995,NA,13.038,15.192,13.737,13.513,12.755,NA,13.828,14.396,16.509,NA,17.633,16.096,17.451,13.911,13.712,14.196,17.737,14.860,18.155,12.924,16.509,15.364,15.520,13.401,15.240,14.309,17.014,14.695,14.069,12.199,14.319,NA,18.791,17.401,12.594,NA,13.428,16.160,17.212,NA,17.062,17.134,18.001,18.740,18.703,18.981,18.059
PC(18:1/28:1),15.963,19.718,17.925,15.755,14.427,11.792,13.773,13.783,20.566,22.279,22.680,14.399,15.215,13.816,13.780,18.982,15.546,20.730,20.440,13.101,14.680,19.295,23.183,20.558,20.858,21.587,13.409,21.352,14.168,19.738,18.607,17.589,14.815,17.989,13.662,18.253,14.151,19.181,13.760,14.842,15.511,19.174,16.855,16.184,14.892,18.548,19.328,17.889,20.135,11.750,21.911,20.185,22.241,17.437,13.095,17.365,21.008,18.993,22.348,13.056,19.675,19.560,19.873,16.668,18.868,16.808,21.261,17.878,17.389,13.441,18.311,14.939,22.672,20.843,15.563,15.017,17.992,20.066,21.393,21.940,21.246,22.751,22.023,23.291,23.092,23.185,22.625
PC(18:1/30:1),14.389,16.533,14.856,12.517,12.071,NA,NA,14.984,17.313,18.948,19.347,13.557,12.886,12.331,11.538,15.427,12.889,17.172,17.141,12.512,12.056,16.016,19.529,17.225,18.034,18.841,12.318,18.167,11.863,17.048,15.729,14.463,12.036,14.829,13.098,15.240,11.168,16.257,11.299,12.582,12.167,15.620,13.442,13.701,12.168,15.263,16.076,14.725,16.573,11.088,18.691,16.863,18.946,15.670,13.909,13.969,17.402,15.719,18.857,12.156,16.198,16.030,16.824,14.750,15.582,13.625,18.146,14.167,14.211,14.019,14.969,13.232,19.493,17.367,13.302,12.077,14.569,17.268,17.720,18.659,17.922,19.599,18.906,20.101,19.830,20.139,19.430
PC(18:1/30:2),13.274,16.897,15.779,12.739,13.051,NA,11.544,11.977,17.735,18.635,18.899,14.105,13.290,11.877,12.468,16.287,12.565,16.936,17.016,12.146,13.071,16.010,19.421,17.104,17.669,18.315,12.722,19.327,11.749,16.517,15.957,15.433,13.520,14.999,10.589,16.025,11.055,16.244,10.819,11.636,12.167,15.338,13.743,12.760,13.508,15.737,17.187,15.785,17.136,10.627,19.178,18.049,18.757,14.505,10.828,15.177,18.296,16.318,18.538,11.331,17.059,16.619,16.595,13.718,16.346,14.003,18.867,15.239,15.021,10.661,15.835,14.735,19.763,17.450,12.658,12.395,15.116,18.444,18.832,19.368,18.978,18.553,19.129,19.040,19.724,19.425,19.023
PC(18:1/36:6),11.467,15.375,14.948,10.941,11.704,NA,10.109,15.728,16.731,18.095,18.410,13.485,16.868,13.010,13.532,15.440,NA,15.510,16.073,11.653,13.462,14.868,17.216,14.200,13.800,13.788,12.956,16.670,13.312,13.248,15.430,13.951,14.529,13.311,11.474,14.324,11.503,14.714,10.895,NA,13.349,14.069,11.823,12.614,12.876,13.659,16.289,14.564,13.039,NA,18.203,16.617,19.235,16.610,NA,11.760,14.855,15.341,17.350,NA,13.853,16.465,16.981,12.892,15.455,14.885,16.352,11.944,15.364,NA,14.568,15.056,17.448,15.465,10.967,12.795,14.042,16.292,17.870,17.757,18.497,19.268,19.758,19.434,18.757,19.002,19.898
PC(18:2/0:0)_A,19.264,18.191,18.211,NA,19.689,18.336,19.490,18.132,17.821,16.239,16.420,18.628,18.754,17.214,18.472,17.256,17.875,18.139,18.221,19.175,16.739,16.371,14.577,16.978,16.713,17.340,18.536,17.994,18.117,NA,17.491,18.296,18.682,18.701,NA,18.155,18.168,17.040,19.791,18.579,18.231,19.667,17.696,19.376,20.840,18.931,18.907,18.173,17.261,19.723,17.518,15.988,16.322,18.632,19.864,19.850,NA,NA,16.366,19.499,18.618,NA,16.733,18.295,18.020,19.536,18.845,NA,19.072,20.101,17.944,19.713,17.777,16.301,20.309,18.832,18.087,18.312,17.142,17.095,19.943,18.944,19.038,17.553,19.366,NA,18.801
PC(18:2/0:0)_B,17.725,18.824,16.866,17.250,18.349,17.177,17.834,17.523,17.353,17.795,17.546,17.144,17.662,16.353,17.559,16.857,16.424,18.806,16.445,18.111,17.327,16.289,15.854,16.304,16.537,16.241,16.958,17.721,17.012,19.375,16.373,16.961,17.067,18.226,17.453,17.507,16.760,15.867,19.029,16.835,16.769,18.135,17.636,17.908,18.857,17.645,18.044,17.504,17.424,18.134,18.018,16.022,17.401,17.758,17.657,18.275,17.898,17.122,17.084,18.303,17.657,15.524,16.514,17.760,17.227,17.479,18.663,16.673,18.307,17.636,17.733,20.222,17.979,17.521,18.176,17.313,17.015,18.095,17.748,16.834,18.729,18.006,18.478,17.566,17.926,17.757,18.765
PC(18:2/18:2);PC(16:1/20:3),20.828,21.173,21.474,21.618,22.085,19.651,22.033,21.261,20.957,20.411,21.666,21.299,22.068,20.110,21.121,21.459,20.456,21.383,21.373,20.741,20.426,19.789,20.028,19.636,20.472,21.205,21.450,21.949,21.006,21.707,20.782,20.624,21.024,20.605,20.526,21.102,19.901,20.803,22.912,20.554,20.316,20.630,20.287,20.229,24.157,20.785,21.914,21.017,21.258,22.812,22.111,21.561,20.508,21.099,19.359,21.056,22.148,20.623,21.200,22.109,22.408,NA,19.462,20.485,21.755,22.433,20.997,NA,20.891,22.106,21.185,22.749,21.654,20.708,23.319,21.202,22.131,21.877,21.938,22.367,22.144,21.423,20.564,19.956,20.761,NA,20.621
PC(18:2/20:4),20.849,21.182,22.053,21.607,21.656,20.364,21.566,22.224,21.461,20.966,22.172,21.981,21.710,21.723,22.383,21.205,21.661,21.278,21.130,20.527,21.585,20.119,20.947,19.542,20.422,20.777,22.057,22.018,21.127,21.877,21.176,20.413,21.040,21.248,20.474,21.083,20.660,21.044,22.527,20.180,20.737,20.067,21.075,19.991,22.796,21.284,21.764,21.235,21.195,21.908,21.938,21.019,21.401,21.036,19.674,20.999,22.659,21.511,20.882,21.980,21.485,20.710,20.821,19.980,22.129,21.891,21.540,21.607,21.306,21.039,21.472,22.931,21.710,20.218,22.464,21.792,21.381,21.280,22.342,21.974,22.343,21.965,21.980,21.235,21.696,21.663,22.270
PC(19:0/0:0),11.438,13.672,11.379,12.313,12.847,11.351,12.391,11.317,14.522,12.892,12.660,11.569,12.251,12.307,12.893,11.328,11.198,13.259,11.153,12.315,NA,11.689,12.795,12.816,13.112,11.819,10.672,12.965,12.007,16.621,11.202,12.770,12.260,12.043,11.961,11.982,12.270,11.017,12.116,12.632,10.943,14.066,13.151,11.708,12.593,NA,13.593,11.988,13.251,12.546,13.936,11.673,12.279,11.735,13.877,12.356,14.562,13.849,13.148,11.795,12.533,11.005,12.481,13.551,12.437,11.828,12.944,11.908,12.499,11.808,12.152,13.443,14.414,16.326,12.328,12.581,11.199,12.576,14.198,11.644,11.894,12.385,13.275,12.875,13.037,12.267,13.419
PC(19:1/0:0),11.276,NA,NA,10.756,12.192,NA,NA,NA,NA,13.137,NA,11.280,10.989,NA,NA,NA,NA,12.767,11.022,NA,NA,NA,12.452,12.864,NA,NA,NA,NA,11.811,16.338,NA,11.314,NA,NA,11.613,NA,NA,11.152,11.599,NA,NA,NA,NA,11.489,11.398,NA,NA,11.620,NA,NA,NA,NA,NA,NA,NA,NA,13.603,13.150,NA,11.550,12.321,11.083,NA,11.465,11.875,12.193,13.158,11.610,10.966,11.086,NA,11.850,14.310,NA,NA,NA,NA,12.073,12.864,NA,13.329,NA,NA,14.739,14.520,14.195,NA
PC(19:1/20:4),17.628,17.553,17.678,17.364,16.750,16.694,17.903,17.812,18.365,18.681,19.026,18.437,18.162,18.008,18.449,17.441,17.993,17.917,17.402,17.445,17.458,16.682,17.478,17.097,18.369,17.508,17.783,19.481,17.523,18.865,17.503,16.779,17.986,17.382,16.792,17.215,17.468,17.659,18.617,17.378,17.431,17.545,17.767,16.010,17.435,17.286,18.870,17.423,17.661,17.865,18.696,17.594,19.017,16.633,16.589,16.796,19.340,17.374,17.916,17.104,17.520,17.750,18.684,16.139,17.758,17.509,18.394,17.654,17.476,16.600,17.026,18.863,18.975,17.884,18.400,18.236,16.808,17.142,18.332,18.115,18.893,19.420,20.114,19.980,19.851,19.416,20.234
PC(20:0/0:0),14.089,15.158,13.346,14.200,14.855,13.785,13.812,13.530,14.786,13.665,14.002,13.290,13.465,14.010,14.045,13.174,14.222,14.599,12.911,14.654,13.406,13.941,14.697,14.518,13.949,13.593,13.689,14.660,14.376,16.202,13.731,14.796,13.650,14.082,13.973,14.014,13.890,12.788,12.834,14.680,12.747,14.655,14.850,13.620,14.834,13.430,14.628,13.579,14.018,13.960,14.662,13.332,13.925,14.038,16.732,12.992,15.435,15.240,14.333,14.332,13.762,12.981,13.573,16.143,14.158,14.101,14.152,13.672,13.982,13.797,14.488,14.954,15.212,17.232,13.747,14.104,13.057,15.058,15.631,12.692,12.940,13.605,14.533,13.680,14.148,13.414,14.745
PC(20:1/0:0)_A,14.708,14.105,13.189,11.940,13.512,12.622,13.245,14.092,13.548,13.801,13.962,12.932,13.755,12.694,13.621,12.235,13.761,14.599,13.128,14.606,12.667,13.053,13.198,15.324,14.537,14.017,12.352,13.485,13.555,16.335,12.590,13.939,14.121,13.966,13.657,13.266,14.374,12.836,13.306,14.426,13.151,16.749,13.553,14.249,12.903,15.003,14.673,14.056,13.783,14.446,13.516,12.677,13.413,13.801,15.553,14.854,13.310,12.660,13.569,13.190,14.328,13.916,14.203,14.103,13.764,15.075,15.271,12.789,14.153,14.493,12.660,12.751,13.302,14.695,15.011,13.260,13.190,13.516,13.017,11.998,15.354,15.385,16.518,16.414,16.122,16.347,16.937
PC(20:1/0:0)_B,14.908,16.084,14.378,14.804,16.414,14.569,15.317,16.098,16.644,16.019,16.467,14.270,16.038,14.517,15.469,14.330,15.897,15.977,14.543,15.620,14.822,15.214,15.801,16.191,17.019,15.069,15.430,16.767,15.597,18.596,15.334,15.982,15.528,15.457,15.296,16.045,16.149,14.862,16.114,15.548,15.197,16.487,15.142,15.483,14.608,16.028,16.572,15.283,15.481,16.410,16.608,14.839,16.664,14.795,18.661,14.754,16.731,16.193,16.168,15.571,15.480,14.989,15.744,16.628,15.208,16.781,16.143,15.130,15.853,14.997,15.393,15.650,17.184,18.459,16.448,14.764,14.714,16.205,16.119,14.889,16.779,17.229,18.490,17.939,17.231,17.716,18.584
PC(20:2/0:0),14.049,14.982,13.980,14.380,16.444,13.723,15.530,15.927,15.804,13.481,14.440,13.416,15.017,13.589,14.598,13.555,14.159,14.290,13.904,14.606,15.021,13.662,14.332,14.326,15.105,13.310,14.626,15.910,14.704,16.605,13.818,14.482,14.073,14.052,14.843,14.891,14.920,13.690,16.175,14.118,13.630,15.537,13.803,14.970,15.966,15.253,15.994,14.672,14.497,17.047,15.386,14.106,14.414,14.343,16.182,14.926,15.812,14.132,14.556,16.057,14.741,13.810,14.231,15.462,14.707,15.863,15.532,14.618,15.009,15.470,15.286,16.057,15.708,16.684,17.048,14.890,14.363,15.593,15.222,14.657,16.227,14.981,16.319,15.470,15.471,15.652,16.341
PC(20:2/20:4),19.042,19.012,20.401,19.689,19.936,18.478,20.401,20.626,20.457,19.656,20.393,20.155,20.851,20.276,20.582,18.993,20.038,19.181,19.202,19.439,20.348,18.343,20.138,18.636,19.437,19.809,20.437,21.658,19.790,19.830,19.245,18.824,19.370,20.154,19.085,19.630,19.185,19.478,21.507,18.800,19.031,18.640,19.393,18.633,21.045,19.995,20.762,19.569,19.283,21.348,20.509,19.696,20.221,18.908,19.628,19.259,21.671,18.881,19.437,20.647,19.350,20.207,20.214,19.131,20.098,20.470,20.936,19.845,19.945,19.487,19.665,21.495,21.045,19.476,22.056,21.175,19.361,19.171,20.852,20.315,20.259,20.068,20.751,19.964,20.656,20.443,20.866
PC(20:3/0:0)_A,18.721,16.460,17.372,16.025,17.527,17.841,17.547,16.506,16.772,15.416,15.090,18.348,18.112,17.206,17.324,16.461,17.055,16.848,17.429,18.293,17.131,16.384,14.017,15.468,15.456,16.499,17.633,16.549,17.718,15.716,16.169,16.728,17.589,17.049,17.454,17.144,18.126,15.413,17.046,17.860,17.671,17.029,16.869,18.374,18.298,17.545,16.741,17.672,15.210,17.180,15.936,15.838,15.840,18.196,18.188,18.053,16.344,15.249,15.219,18.239,16.547,16.578,16.288,17.187,16.691,19.031,17.405,16.529,18.239,17.980,16.532,18.473,16.168,13.402,18.518,17.897,16.864,15.757,16.455,15.372,18.192,18.162,19.473,17.935,18.306,17.741,18.920
