Lipid,C3L-00365,C3L-00674,C3L-00677,C3L-01043,C3L-01045,C3L-01048,C3L-01049,C3L-01149,C3L-01157,C3L-01839,C3L-01887,C3L-02041,C3L-02465,C3L-02504,C3L-02542,C3L-02642,C3L-02704,C3L-02705,C3L-02707,C3L-02708,C3L-02900,C3L-02970,C3L-02984,C3L-03266,C3L-03407,C3L-03681,C3L-03727,C3L-03728,C3L-03748,C3L-04084,C3N-00661,C3N-00662,C3N-00663,C3N-00665,C3N-01192,C3N-01196,C3N-01334,C3N-01364,C3N-01366,C3N-01368,C3N-01369,C3N-01370,C3N-01505,C3N-01515,C3N-01517,C3N-01518,C3N-01798,C3N-01814,C3N-01815,C3N-01816,C3N-01817,C3N-01818,C3N-01850,C3N-01852,C3N-01856,C3N-02181,C3N-02183,C3N-02185,C3N-02186,C3N-02188,C3N-02190,C3N-02255,C3N-02256,C3N-02769,C3N-02770,C3N-02782,C3N-02783,C3N-02784,C3N-02785,C3N-02786,C3N-02788,C3N-03070,C3N-03088,C3N-03180,C3N-03182,C3N-03183,C3N-03184,C3N-03186,C3N-03187,C3N-03188,PT-NPJ7,PT-P44H,PT-Q2AG,PT-R55F,PT-RN5K,PT-UTHO,PT-WVLH
PG(16:0/20:4)_B,14.925,15.760,16.701,16.075,15.845,15.397,15.896,16.718,16.525,15.935,16.234,16.022,14.725,16.316,16.490,15.719,16.651,14.079,15.524,14.866,16.017,16.471,15.622,15.242,13.620,15.531,17.270,15.325,15.722,15.713,14.873,14.921,15.231,15.091,15.456,15.992,15.454,16.322,14.338,16.114,13.400,16.937,14.753,15.013,15.150,15.190,15.399,15.721,14.543,15.623,16.702,15.842,17.476,15.505,15.434,15.174,14.452,16.320,14.835,15.405,14.853,16.355,16.349,15.345,16.353,14.868,14.589,15.827,16.170,15.224,15.942,16.237,16.224,14.641,14.812,15.896,14.959,15.400,17.464,16.364,16.773,16.396,17.792,17.041,16.527,16.772,17.498
PG(16:0/22:6),14.724,15.041,15.133,14.277,12.764,14.790,14.981,15.894,14.972,14.575,13.131,15.233,12.370,15.156,14.420,14.487,15.230,15.533,15.054,14.204,14.897,15.360,14.699,14.563,15.436,14.261,14.761,14.886,15.825,15.065,14.348,15.502,13.127,14.930,14.847,14.687,16.179,14.133,15.021,15.625,14.270,13.775,14.861,16.129,15.345,13.779,14.595,15.236,15.421,14.265,14.678,14.056,15.277,15.146,12.560,13.150,15.416,15.370,15.383,15.501,14.803,15.834,15.309,14.262,14.644,15.922,15.493,15.288,14.458,14.396,14.552,12.883,14.672,15.400,14.405,17.598,14.999,15.215,13.878,14.313,11.967,13.004,13.747,12.323,12.321,13.932,13.257
PG(16:1/18:1);PG(16:0/18:2),15.713,16.633,15.782,16.002,13.992,14.289,15.492,16.547,16.548,17.188,16.744,15.632,14.343,15.137,16.731,16.091,15.296,16.837,16.239,15.663,16.161,15.925,16.698,15.061,15.670,15.868,15.007,16.747,16.081,15.695,15.269,16.222,14.611,14.965,15.865,14.157,16.564,14.800,15.859,15.586,15.031,17.615,15.257,15.812,16.282,15.227,16.586,16.618,16.922,15.811,17.596,15.195,17.378,15.291,13.256,15.182,17.139,15.655,17.113,16.871,16.517,17.255,15.946,15.678,16.016,16.418,15.774,16.795,14.438,14.774,16.491,14.182,16.450,16.702,16.517,16.923,15.970,15.669,16.457,16.540,15.977,17.098,15.857,16.004,16.109,16.849,16.280
PG(16:1/18:2),13.937,14.541,14.929,13.759,11.823,12.157,13.193,14.422,14.477,15.078,14.953,13.731,12.297,12.704,14.236,14.445,13.037,14.807,14.553,14.349,14.788,13.080,15.042,12.790,13.294,14.051,13.805,15.518,13.555,14.199,13.274,14.272,12.093,12.227,14.106,11.565,14.475,13.307,13.157,12.751,13.297,14.365,12.704,13.749,15.384,13.685,14.769,14.441,15.269,13.904,16.270,14.038,14.899,13.367,11.053,13.123,15.291,13.442,15.344,14.139,14.674,14.523,13.167,13.257,14.518,13.644,14.317,14.398,13.396,12.929,14.939,12.831,14.624,14.411,14.506,13.971,14.480,14.295,15.087,15.549,15.488,15.373,13.235,12.954,13.613,14.509,13.404
PG(16:1/20:4),13.436,13.727,14.501,13.035,10.404,12.286,11.774,13.859,12.830,14.081,13.502,14.329,11.578,13.657,14.154,14.087,12.953,13.938,13.444,13.150,15.307,12.761,14.486,11.985,11.236,12.572,13.421,13.001,13.203,13.197,11.756,13.133,11.845,11.184,12.502,11.689,13.260,12.370,12.362,12.301,11.707,13.683,12.394,12.408,13.049,12.747,12.651,14.049,13.215,11.562,13.854,12.518,13.953,12.181,10.832,12.845,12.940,12.823,13.534,12.805,12.803,14.172,13.140,12.312,13.395,12.215,13.546,12.519,12.514,11.776,13.689,13.039,13.105,11.696,12.645,13.593,13.339,11.923,13.558,13.537,13.023,13.997,12.241,12.607,12.568,14.199,12.403
PG(16:1/22:6),13.687,13.479,14.984,13.031,10.435,13.579,13.253,14.303,13.681,14.455,12.718,14.487,12.833,13.447,13.770,14.339,14.277,14.234,14.044,12.929,15.223,13.405,15.138,12.785,13.286,13.387,13.935,13.678,14.212,13.993,12.695,14.016,12.291,12.745,14.222,13.289,14.886,13.770,13.120,14.570,13.081,13.689,13.140,14.577,14.048,12.633,13.450,13.777,14.229,13.262,14.130,13.098,14.864,14.282,11.046,12.073,13.468,13.215,14.515,13.743,12.930,15.122,14.461,12.637,13.431,14.095,15.340,14.033,13.412,12.874,13.353,14.280,13.722,12.489,13.149,14.065,13.426,13.380,13.329,14.133,13.223,13.831,12.749,11.829,11.513,13.913,12.961
PG(17:1/18:1),12.783,14.206,12.056,12.180,NA,10.534,11.529,11.990,14.267,15.390,14.484,12.461,10.953,11.300,12.919,12.812,12.096,14.968,13.054,12.185,12.137,12.149,13.290,13.444,14.020,13.447,11.205,14.847,11.943,12.472,11.656,13.267,11.267,11.366,12.663,11.068,13.407,11.554,12.735,12.807,13.564,15.749,12.656,11.957,12.397,11.924,14.421,13.151,15.208,11.583,16.069,12.966,14.906,11.799,NA,11.506,15.063,12.186,14.966,11.317,13.504,13.851,13.378,11.244,12.735,12.736,12.501,14.316,11.396,10.659,13.045,NA,15.112,15.188,12.481,11.836,12.282,11.823,14.199,14.430,13.510,13.735,13.935,14.210,14.642,14.057,14.335
PG(17:1/18:2),11.537,13.019,11.398,10.664,NA,8.990,11.040,10.892,12.406,12.699,11.921,10.324,NA,9.598,11.523,11.403,10.637,13.294,11.742,11.195,10.845,10.499,11.752,11.036,11.884,11.622,10.631,13.365,10.877,11.339,10.174,11.801,NA,9.816,10.928,NA,11.678,10.721,10.697,10.420,12.104,11.958,10.773,10.817,12.603,11.361,13.199,12.043,13.781,11.037,14.328,11.881,11.978,9.687,NA,10.739,13.954,11.133,13.016,11.076,12.794,11.045,11.323,NA,12.091,11.053,11.472,12.455,10.563,9.756,11.614,NA,13.325,13.575,12.453,10.714,11.756,11.314,12.655,13.356,12.581,11.770,11.072,10.739,11.591,11.472,11.129
PG(18:0/18:1)_A,15.739,16.434,14.895,16.357,13.120,14.503,15.809,16.276,17.155,16.117,15.153,16.296,14.208,15.633,16.949,15.393,15.577,17.321,15.716,15.539,15.211,17.138,14.956,15.947,16.844,16.308,14.803,16.815,17.247,15.846,15.421,17.093,14.644,16.776,16.005,14.537,16.818,14.260,16.728,17.046,15.796,15.957,15.768,16.720,16.220,13.828,16.565,17.624,17.054,15.741,17.078,15.047,14.956,15.652,13.874,15.059,17.715,15.865,16.158,16.870,16.352,17.396,15.626,15.720,16.202,17.752,14.766,17.602,15.164,14.396,16.041,14.214,16.965,17.897,16.447,17.222,15.625,15.592,15.697,15.012,13.662,13.163,14.574,14.560,15.381,14.812,14.224
PG(18:0/18:1)_B,21.198,19.347,22.620,21.870,21.159,21.994,20.392,22.848,20.830,20.263,19.885,20.992,19.987,21.575,21.874,19.133,21.780,19.573,21.342,20.592,19.985,20.612,18.359,19.566,19.499,19.749,21.991,19.354,21.537,20.222,20.584,21.452,20.498,20.921,21.087,22.304,20.236,19.988,19.480,21.032,18.985,19.158,19.931,20.717,20.600,19.386,21.042,20.655,18.971,20.790,20.013,19.847,20.334,20.907,20.985,20.302,19.117,21.729,19.538,20.922,18.978,21.183,20.860,21.617,21.052,21.574,18.747,19.772,20.483,21.922,19.943,20.993,19.157,18.796,20.213,20.448,20.712,20.001,20.455,20.281,20.298,20.254,21.035,20.469,19.787,20.600,20.961
PG(18:0/20:4),15.477,15.979,17.008,16.808,16.209,16.546,15.543,17.931,16.929,17.828,17.336,15.814,15.446,16.379,17.226,16.682,16.944,15.242,16.412,15.565,15.684,17.054,16.108,15.442,14.779,15.129,16.791,16.678,16.535,16.224,16.254,16.337,15.665,16.754,16.744,17.208,16.759,15.187,14.767,16.358,15.007,18.364,15.459,16.242,15.999,15.346,16.593,16.248,15.755,15.256,18.173,16.240,18.261,16.653,16.399,15.878,14.681,16.769,15.702,15.489,15.564,17.641,16.800,16.213,17.787,15.952,15.357,15.284,17.456,16.350,16.661,16.235,17.005,16.049,15.267,15.300,15.555,16.701,18.818,17.927,18.536,17.766,19.533,18.614,18.168,18.415,18.813
PG(18:1/0:0),16.966,16.698,16.987,16.603,16.207,16.870,16.833,17.668,15.804,15.498,14.683,17.422,16.032,16.942,17.685,16.246,17.207,16.907,16.368,16.692,17.700,16.946,15.432,16.013,15.402,16.846,16.701,15.836,16.864,16.121,15.829,17.124,16.169,16.651,16.688,17.827,16.265,16.678,16.794,17.273,16.655,16.353,16.661,17.110,17.131,16.867,16.968,17.628,16.301,17.062,15.476,14.332,15.433,16.444,16.519,16.640,15.777,14.606,15.985,16.957,16.401,17.043,16.781,15.733,16.247,17.247,16.805,16.580,16.353,16.556,16.712,16.113,15.677,15.454,17.477,17.097,16.874,15.315,14.448,14.674,16.546,17.648,17.627,17.089,17.682,17.360,17.451
PG(18:1/18:1)_A,17.946,18.767,17.655,18.149,15.510,16.380,17.749,18.185,19.105,19.426,19.201,18.736,17.734,17.202,18.393,17.886,18.297,19.443,18.387,17.838,18.058,17.665,18.689,18.078,19.078,18.505,17.754,19.447,18.295,17.958,17.545,18.925,17.731,17.882,18.483,16.884,19.388,17.908,18.357,18.377,18.210,19.772,17.948,18.260,18.501,17.684,19.045,18.713,19.354,18.460,19.816,17.955,19.013,17.785,15.989,17.180,20.019,17.725,19.276,18.166,18.759,19.647,18.508,17.164,18.331,19.203,18.498,19.429,16.336,16.515,18.071,16.006,19.638,19.835,18.615,17.896,17.639,17.453,18.666,18.391,18.192,18.073,18.230,18.579,18.720,19.013,18.467
PG(18:1/18:1)_B,15.446,15.329,17.675,16.671,15.996,16.354,16.682,17.239,16.720,17.140,16.747,16.694,16.223,16.916,16.492,16.123,17.143,15.145,15.625,15.838,17.622,16.356,16.153,15.675,15.724,15.518,16.349,16.131,16.240,16.002,15.321,16.058,15.797,16.417,16.467,17.405,16.319,16.856,15.252,16.323,14.811,17.293,15.462,15.636,15.756,15.554,16.282,15.775,15.085,17.515,16.825,15.854,17.601,16.291,16.263,15.891,15.334,15.919,15.741,14.978,15.519,16.826,16.784,16.214,16.009,16.073,15.044,15.859,15.796,16.113,15.903,16.087,16.060,15.944,16.823,15.119,15.518,16.309,16.859,15.811,17.594,18.050,17.619,17.562,16.960,17.912,17.497
PG(18:1/18:2)_A,17.368,18.324,17.936,17.864,15.926,16.239,18.231,18.219,18.521,17.895,18.034,17.905,16.717,16.624,18.404,17.315,17.354,18.704,18.131,17.951,17.525,16.910,17.373,16.591,18.081,17.524,17.726,19.612,17.518,17.420,17.465,18.021,16.895,16.949,17.612,15.770,18.682,17.882,17.099,16.747,17.778,17.599,17.285,17.753,19.303,17.613,19.532,18.269,19.072,18.903,19.286,17.582,17.467,17.328,15.706,17.254,19.750,17.291,18.699,18.843,18.715,17.868,16.690,17.564,18.207,18.544,18.170,19.084,16.612,17.420,18.171,17.215,18.564,19.169,19.284,17.919,18.182,17.913,18.437,18.852,18.530,17.376,16.814,15.975,16.973,17.260,16.882
PG(18:1/18:2)_B,15.974,16.618,15.863,16.106,14.602,14.680,15.999,16.285,15.666,15.579,15.156,15.908,14.634,15.317,16.832,15.744,15.321,16.583,15.694,16.293,16.560,15.784,16.507,14.867,15.525,15.158,15.215,16.669,16.031,15.133,15.541,16.143,15.214,15.306,15.870,14.085,16.093,15.748,15.706,15.206,15.863,15.290,15.784,16.318,16.851,15.853,16.805,16.876,16.321,16.703,16.406,14.640,15.230,15.440,14.460,15.866,16.318,15.103,15.840,16.831,16.157,15.914,14.742,15.905,15.930,16.190,15.963,16.434,14.859,15.112,16.347,14.907,15.716,16.359,17.235,16.283,15.831,15.833,15.551,15.767,16.211,14.881,14.653,14.233,15.238,15.645,15.090
PG(18:1/19:1),NA,14.741,11.648,13.868,NA,NA,NA,11.323,15.173,16.048,14.142,NA,NA,11.310,12.830,12.587,11.343,15.089,12.923,NA,NA,12.825,12.302,13.943,14.660,13.660,NA,14.577,12.381,11.622,10.998,12.548,NA,11.912,12.138,NA,13.540,10.406,12.707,12.245,14.059,15.774,12.604,11.453,10.814,NA,15.022,13.859,14.494,11.625,16.241,13.830,15.203,NA,NA,NA,15.240,12.360,14.600,10.627,13.845,14.194,14.196,11.287,13.418,13.292,11.629,14.488,NA,NA,12.048,NA,15.757,16.017,11.492,12.103,12.594,12.790,13.976,14.360,13.706,13.889,13.957,14.450,15.067,14.297,14.513
PG(18:1/20:1),13.498,14.274,12.897,13.907,NA,NA,NA,NA,15.338,15.631,14.463,NA,NA,12.984,14.153,NA,13.883,14.614,NA,NA,13.138,14.059,14.562,14.054,15.711,14.090,NA,15.045,14.683,13.352,NA,14.596,NA,14.308,14.793,NA,14.675,NA,14.087,14.677,13.731,15.643,13.118,14.286,NA,12.778,14.498,14.766,14.832,14.940,15.899,13.178,14.744,13.102,NA,12.571,15.638,NA,14.956,14.225,14.356,15.705,13.921,NA,13.184,15.737,13.585,15.803,NA,NA,13.502,NA,15.388,16.172,NA,14.196,13.362,13.097,14.001,13.874,NA,13.653,13.555,15.183,14.908,14.842,14.192
PG(18:1/20:2),14.253,14.402,13.948,15.417,11.819,12.587,14.729,14.399,15.401,14.251,13.857,14.486,13.711,13.786,15.303,14.409,13.886,14.494,13.618,14.474,15.644,14.685,15.889,13.919,15.234,13.728,13.725,15.567,15.563,13.857,12.958,14.888,12.764,15.048,15.467,13.690,14.722,14.166,14.222,14.916,13.856,14.317,13.636,14.756,14.102,13.996,15.322,15.681,14.585,15.936,15.277,13.811,14.256,13.587,12.285,13.891,16.236,13.291,14.671,15.374,14.541,15.995,14.728,13.366,14.097,15.979,14.047,16.502,12.965,12.877,14.594,11.742,14.975,15.585,15.895,15.837,13.755,14.189,14.384,14.391,13.722,13.540,12.568,13.396,13.956,13.974,13.406
PG(18:1/20:3)_A,13.714,14.822,12.910,13.857,12.216,12.235,12.872,15.474,15.432,16.438,16.191,15.486,12.716,13.659,14.494,13.500,13.165,14.721,14.907,13.802,13.530,13.777,13.962,14.221,15.012,13.366,13.426,15.023,14.941,13.548,13.236,15.505,13.147,13.208,14.273,13.017,15.244,14.806,13.828,13.954,13.421,16.738,13.543,13.837,12.978,13.301,14.606,14.434,14.999,13.836,16.287,14.126,15.784,12.796,10.712,12.564,15.789,13.799,15.478,13.708,13.843,15.185,14.545,12.355,14.141,14.899,14.162,14.575,13.099,12.784,14.212,12.639,15.541,16.056,15.504,16.260,14.111,13.639,15.017,15.574,15.079,15.848,15.969,16.174,15.697,15.908,16.305
PG(18:1/20:3)_B,15.928,16.577,16.244,16.099,13.504,15.210,15.457,15.786,16.813,15.980,15.454,16.954,15.821,16.160,17.245,16.776,15.621,16.621,16.704,16.022,17.505,16.859,16.261,15.107,15.751,16.197,16.115,16.605,16.950,16.159,15.093,16.704,15.189,16.112,15.981,14.665,16.339,15.335,16.181,15.643,14.097,15.188,16.441,15.958,15.719,15.430,15.970,17.556,16.256,15.677,16.897,15.999,16.022,15.655,14.248,15.636,17.225,15.869,16.487,16.965,16.301,16.569,15.364,15.986,16.508,16.797,15.980,17.088,14.996,14.591,16.113,15.372,16.910,15.975,16.848,15.893,16.284,15.270,16.784,16.158,14.865,14.653,14.835,14.487,14.623,15.437,14.535
PG(18:1/20:4)_A,16.903,17.761,17.245,17.056,13.936,16.274,16.458,17.700,17.336,17.014,16.757,18.060,16.013,17.593,18.017,17.125,17.184,17.476,16.944,16.850,17.746,16.656,16.464,16.023,16.169,16.572,17.243,17.520,16.915,17.116,16.021,16.991,17.039,15.871,16.280,16.008,17.448,16.562,16.012,16.505,15.967,16.907,16.760,16.500,17.224,16.438,16.943,17.890,17.193,15.802,17.511,15.968,17.085,16.254,15.631,16.658,17.555,16.835,16.972,17.184,16.815,17.630,17.117,16.568,16.952,16.888,17.285,16.849,16.227,15.836,17.041,17.341,17.313,17.232,17.357,17.390,16.964,15.803,17.417,16.704,15.571,16.157,15.932,16.086,15.984,16.985,16.042
PG(18:1/20:4)_B,13.637,13.460,14.185,13.707,14.685,14.029,13.265,14.269,14.044,14.306,14.128,13.731,13.195,13.606,14.162,13.533,14.842,12.372,13.225,13.449,14.456,14.015,13.207,13.281,12.873,13.447,14.821,13.199,13.774,13.291,13.663,13.422,13.544,13.589,14.022,14.011,13.888,15.414,12.811,14.280,12.741,14.813,13.325,13.361,12.956,13.384,13.685,13.555,12.869,13.084,14.964,13.446,15.290,13.355,14.308,13.558,12.759,13.824,13.374,12.770,12.783,14.524,14.159,13.933,14.157,13.453,12.730,13.368,13.865,13.702,13.733,14.430,13.850,13.372,13.463,12.634,12.827,13.790,14.783,13.819,15.417,15.307,15.659,15.588,14.908,15.636,15.826
PG(18:1/22:4),14.813,15.085,14.759,14.490,11.932,13.389,15.038,15.561,15.985,14.398,13.697,16.309,13.998,16.281,16.079,14.442,15.223,15.010,14.215,15.160,16.087,14.446,14.270,13.568,15.609,14.291,14.835,15.644,15.449,14.382,13.602,15.440,15.014,14.147,14.335,13.231,15.683,15.283,14.438,14.526,14.696,13.965,15.261,14.358,15.346,14.195,15.625,16.379,15.238,14.911,15.256,13.506,13.640,13.512,14.018,14.776,16.659,14.393,14.440,14.926,14.953,16.282,15.018,14.640,14.541,14.845,15.000,15.407,NA,13.761,15.038,15.219,15.565,16.190,16.140,16.028,14.107,13.520,14.607,13.773,10.872,12.804,12.699,13.070,13.392,14.435,12.990
PG(18:1/22:5),15.997,16.489,16.206,16.597,12.653,16.287,15.525,17.880,17.115,16.311,16.017,16.230,15.399,17.715,17.184,16.339,16.586,16.846,16.116,14.404,16.200,16.086,16.979,16.118,17.887,14.956,16.469,16.198,17.219,16.307,13.793,15.815,14.378,15.508,16.111,16.998,16.416,14.939,14.641,16.326,15.135,14.955,16.354,15.358,16.296,17.008,17.009,16.609,17.202,15.169,15.822,15.858,14.672,16.614,14.196,14.830,17.165,16.741,16.214,16.681,15.657,16.023,15.332,15.325,16.258,17.495,16.487,16.597,15.622,14.986,16.607,14.323,17.199,15.918,15.669,17.623,17.365,14.064,16.711,14.762,13.423,14.835,13.854,14.605,13.947,15.946,14.550
PG(18:1/22:6),17.214,17.440,17.512,16.889,14.903,17.501,17.902,18.267,17.868,17.547,16.512,18.034,17.206,17.172,17.308,17.197,18.594,17.941,17.394,16.603,17.623,17.167,17.579,17.202,18.746,17.282,17.818,18.136,17.943,17.785,17.301,18.207,16.384,17.510,17.628,17.175,19.083,17.786,17.380,18.419,17.411,17.130,17.723,18.618,18.321,17.019,18.327,17.426,18.717,18.227,18.058,16.757,17.750,17.896,15.666,15.894,18.223,17.480,18.277,17.839,17.346,18.688,18.102,16.954,17.243,19.032,18.908,18.295,17.104,17.058,17.023,16.196,17.942,17.893,17.763,17.615,17.464,17.566,16.910,17.050,16.054,16.092,16.738,15.235,15.250,16.796,16.129
PG(18:2/0:0),14.727,14.586,14.752,14.269,14.114,14.756,15.673,14.889,12.959,12.329,11.699,14.390,13.344,13.780,14.551,14.062,14.060,14.327,13.814,15.098,13.986,13.615,12.723,12.567,13.642,14.319,14.096,14.708,14.527,14.067,13.604,14.607,12.939,13.743,13.511,13.323,13.603,15.054,13.867,14.063,14.505,11.945,14.504,14.468,16.152,14.762,15.177,15.142,14.599,15.060,13.933,11.804,12.051,13.635,14.025,15.321,13.943,12.912,14.371,15.856,14.946,13.173,13.254,13.936,14.896,14.830,14.836,14.051,13.993,14.715,15.031,14.631,13.066,13.608,16.438,14.874,15.445,13.466,11.929,13.797,14.558,14.055,13.131,11.816,13.250,13.224,13.200
PG(18:2/18:2),15.989,16.806,17.251,16.607,15.668,14.759,17.580,17.137,16.915,15.795,16.224,15.984,15.126,14.665,16.710,15.977,15.690,16.832,16.988,16.765,16.085,15.179,15.452,14.576,16.067,16.208,16.009,17.611,16.312,15.918,16.380,16.689,14.901,15.200,15.661,13.897,16.368,16.548,15.107,14.717,16.222,14.371,15.429,16.230,18.872,16.326,18.466,16.971,17.422,18.327,18.150,16.306,15.040,15.673,13.844,16.363,18.244,16.317,16.622,17.870,17.506,15.121,13.975,16.936,17.459,16.928,16.432,17.686,15.479,16.395,17.247,16.574,16.732,17.095,18.677,16.315,17.472,17.150,17.060,18.633,17.673,15.402,14.489,13.216,14.672,14.987,14.452
PG(18:2/19:1),11.327,12.897,10.688,10.493,9.443,NA,10.812,10.979,13.135,12.796,12.148,10.357,9.222,9.995,11.466,11.105,10.839,13.479,10.828,10.248,11.428,11.073,12.051,11.552,13.170,11.217,10.102,13.619,11.448,10.840,9.902,10.859,NA,10.951,10.928,NA,11.709,10.341,11.087,11.188,12.415,12.450,10.658,10.982,10.793,10.939,13.559,12.314,13.111,11.777,14.275,12.149,11.976,9.764,NA,10.190,14.064,10.847,13.054,10.559,12.400,11.672,11.413,NA,12.105,11.753,10.626,13.045,10.434,NA,11.448,NA,13.933,14.119,12.027,11.024,11.396,11.895,12.577,13.202,12.592,10.997,10.838,11.267,12.059,11.869,11.740
PG(18:2/20:3),14.870,15.471,15.972,15.318,13.477,14.355,14.633,14.956,15.524,14.282,14.342,15.360,14.240,14.604,15.967,15.523,14.294,15.158,15.582,15.151,16.239,15.113,14.692,13.693,13.912,14.653,15.441,15.596,15.749,14.516,14.718,15.367,13.911,14.781,14.673,12.943,14.737,14.811,14.245,13.435,12.898,12.327,14.999,14.966,16.071,14.348,15.585,16.603,15.445,15.425,16.393,15.135,13.279,14.664,13.182,15.125,16.335,14.959,15.042,16.801,15.724,14.189,13.448,15.909,16.166,15.519,14.581,16.411,14.344,14.222,15.533,16.088,15.577,14.244,17.059,14.778,16.022,14.956,15.622,16.439,14.564,13.275,12.495,11.867,13.028,13.590,12.790
PG(18:2/20:4),16.159,16.636,17.004,16.564,14.261,15.329,16.377,16.851,16.213,15.575,15.511,16.571,14.845,16.261,16.889,16.066,15.651,16.579,15.832,15.921,16.617,15.628,15.535,14.580,14.849,15.352,16.772,16.110,16.161,15.291,15.482,15.830,15.726,14.728,15.119,13.909,16.411,16.360,14.539,14.379,15.375,14.420,15.701,15.866,17.711,15.630,16.490,16.824,16.619,15.972,16.748,15.110,15.082,15.155,14.701,16.389,16.711,16.083,15.774,16.848,16.308,15.331,14.608,16.079,16.654,15.709,16.007,16.193,15.204,15.834,16.551,17.314,16.075,16.069,17.297,16.965,16.542,15.713,16.199,16.769,15.593,14.390,14.299,13.475,14.497,15.264,14.027
PG(18:2/22:4),13.962,14.871,15.143,14.513,14.103,13.441,15.248,14.637,15.317,12.928,13.101,15.524,13.069,15.213,16.149,14.541,13.845,14.648,13.913,15.009,15.798,14.701,13.771,12.781,14.388,13.299,14.639,15.283,15.220,13.882,13.186,14.941,14.070,13.857,13.910,12.291,14.531,15.006,13.341,12.779,13.846,13.222,14.571,14.228,15.348,13.755,15.212,16.381,14.510,14.633,15.205,13.981,12.885,12.771,13.187,14.455,16.340,14.380,13.927,15.597,14.958,14.520,15.865,14.518,14.995,14.192,14.417,15.291,13.691,13.577,14.707,15.746,15.047,15.122,16.315,15.921,14.502,13.604,15.435,14.619,12.697,12.419,12.447,12.550,12.186,13.301,12.218
PG(18:2/22:6),16.540,16.846,17.990,16.389,15.581,16.908,17.375,17.837,16.881,16.593,16.186,16.992,16.142,16.493,16.603,16.602,17.164,17.341,17.032,15.823,17.354,15.999,16.689,15.625,16.924,16.583,17.533,17.019,16.635,16.702,16.808,17.040,15.837,15.894,16.544,15.711,17.993,17.839,15.988,16.485,16.615,15.378,16.522,17.896,19.144,16.303,17.909,16.885,17.853,18.214,18.092,16.274,16.893,16.945,14.788,15.619,17.781,17.100,17.124,17.922,17.122,16.616,16.027,16.815,17.222,17.812,17.788,17.413,16.533,17.386,16.680,17.473,16.980,16.802,18.385,16.713,17.246,17.987,16.765,18.262,16.503,15.595,15.639,14.003,14.351,15.833,15.108
PG(20:3/22:6),14.682,15.318,16.271,14.133,12.800,15.470,15.037,15.056,15.004,15.512,14.260,15.834,15.021,15.586,15.074,15.436,15.349,15.214,15.324,14.022,16.633,15.670,15.041,14.710,14.497,14.561,15.980,15.255,16.292,15.190,14.831,15.145,14.653,15.301,15.033,14.109,15.921,15.315,14.988,15.011,12.780,14.055,15.537,16.141,15.412,14.262,14.580,16.142,15.331,14.990,16.411,15.327,15.690,15.602,13.414,14.211,15.473,16.008,15.589,15.986,14.708,15.316,14.636,14.906,15.814,15.809,15.881,15.696,15.125,14.574,14.431,15.937,15.693,14.290,16.437,15.661,15.225,15.031,15.350,15.569,13.411,13.160,14.970,13.046,13.365,14.506,13.803
PG(20:4/0:0),13.901,14.283,14.364,14.215,13.172,14.987,14.322,14.820,12.920,12.971,11.192,14.596,13.027,14.897,14.080,13.927,14.303,12.849,12.682,14.099,15.251,14.096,12.776,12.645,12.037,13.632,14.160,13.405,14.085,13.727,12.839,13.628,13.467,12.765,12.509,13.618,12.774,14.267,13.029,14.076,12.752,13.101,14.157,13.068,13.502,13.935,13.201,14.737,13.403,12.710,13.223,12.058,13.214,13.313,13.652,14.273,12.593,13.283,13.402,14.259,12.919,13.827,13.811,13.368,14.172,13.214,14.013,13.017,14.383,13.583,13.874,14.747,13.152,13.031,14.594,14.634,14.006,12.692,12.877,13.057,13.894,14.444,14.368,14.006,14.347,14.486,14.641
PG(20:4/22:6),15.812,16.480,17.689,15.926,14.453,16.713,16.692,17.129,16.191,16.399,15.855,17.163,15.021,16.920,16.038,16.460,17.232,15.947,15.855,15.311,17.166,16.369,16.153,16.059,15.744,15.199,16.410,15.992,16.899,16.565,15.397,16.202,15.934,15.542,15.186,15.186,16.966,16.534,14.960,16.369,15.114,16.105,16.495,16.435,16.380,15.301,16.245,16.544,16.027,15.254,16.699,15.414,17.383,15.593,15.127,15.308,15.751,16.928,15.836,16.487,15.265,16.851,16.552,15.587,16.681,16.277,16.993,15.270,16.287,16.249,16.193,16.873,15.812,15.980,16.867,17.109,15.860,15.934,17.112,16.021,15.379,15.512,16.585,15.193,14.310,16.458,16.338
PG(22:4/22:6),13.783,14.741,15.563,13.940,12.374,14.871,15.402,15.070,15.188,13.956,13.310,15.483,13.269,15.865,15.031,14.210,15.618,14.081,13.542,13.883,15.839,14.386,13.930,14.115,15.091,13.644,15.098,14.477,15.593,14.127,13.729,15.052,14.330,13.875,14.270,13.002,15.243,15.632,13.818,14.000,14.443,14.117,14.899,15.211,14.557,14.085,14.915,15.465,14.934,14.639,15.091,13.203,14.031,13.773,13.890,13.632,15.281,15.037,14.352,14.805,14.029,15.531,14.780,14.432,14.630,14.742,15.437,14.587,14.120,14.345,14.429,15.251,15.040,15.164,16.505,16.259,13.735,14.060,14.342,14.066,12.537,13.172,13.792,13.194,12.614,13.998,13.781
